query_id,inliers_top1,baseline_correct,reranked_correct
451,6.0,0,1
452,84.0,1,1
453,102.0,1,1
454,76.0,1,1
455,32.0,1,1
456,60.0,1,1
457,90.0,1,1
458,110.0,1,1
459,18.0,0,0
460,43.0,1,1
461,109.0,1,1
462,79.0,1,1
463,80.0,1,1
464,10.0,0,1
465,47.0,1,1
466,88.0,1,1
467,85.0,1,1
468,125.0,1,1
469,99.0,1,1
470,85.0,1,1
471,82.0,1,1
472,76.0,1,1
473,103.0,1,1
474,7.0,0,1
475,81.0,1,1
476,7.0,0,1
477,8.0,0,1
478,95.0,1,1
479,93.0,1,1
480,5.0,0,0
481,93.0,1,1
482,6.0,0,0
483,5.0,0,0
484,10.0,0,0
485,6.0,0,1
486,9.0,0,0
487,8.0,0,1
488,4.0,0,0
489,19.0,0,1
490,6.0,0,0
491,9.0,0,1
492,10.0,0,0
493,65.0,1,1
494,18.0,0,1
495,8.0,0,0
496,10.0,0,0
497,21.0,0,1
498,1.0,0,0
499,80.0,1,1
500,12.0,0,1
501,6.0,0,0
502,10.0,0,0
503,8.0,0,0
504,5.0,0,0
505,8.0,0,0
506,9.0,0,0
507,8.0,0,0
508,5.0,0,0
509,15.0,0,0
510,5.0,0,0
511,42.0,1,1
512,8.0,0,1
513,6.0,0,0
514,160.0,1,1
515,0.0,0,0
516,7.0,0,1
517,146.0,1,1
518,114.0,1,1
519,82.0,1,1
520,4.0,0,0
521,11.0,0,0
522,11.0,0,1
523,51.0,1,1
524,8.0,0,1
525,11.0,0,0
526,53.0,1,1
527,47.0,1,1
528,7.0,0,0
529,5.0,0,0
530,7.0,0,0
531,37.0,1,1
532,7.0,0,0
533,5.0,0,0
534,4.0,0,0
535,12.0,0,0
536,4.0,0,0
537,5.0,0,0
538,6.0,1,1
539,4.0,0,0
540,6.0,0,0
541,10.0,0,0
542,3.0,0,0
543,5.0,0,0
544,6.0,0,0
545,64.0,1,1
546,143.0,1,1
547,4.0,0,0
548,6.0,0,0
549,4.0,0,0
550,8.0,0,0
551,24.0,0,0
552,7.0,1,0
553,4.0,0,0
554,2.0,0,1
555,27.0,0,0
556,6.0,0,0
557,44.0,1,1
558,31.0,0,0
559,7.0,0,1
560,52.0,1,1
561,4.0,0,0
562,6.0,0,1
563,7.0,0,1
564,15.0,0,1
565,0.0,0,0
566,0.0,0,0
567,48.0,1,1
568,48.0,0,0
569,5.0,0,0
570,5.0,0,1
571,97.0,1,1
572,62.0,1,1
573,5.0,0,0
574,8.0,0,1
575,5.0,0,0
576,99.0,1,1
577,13.0,0,0
578,5.0,0,1
579,19.0,0,0
580,125.0,1,1
581,9.0,0,0
582,4.0,0,1
583,7.0,0,0
584,70.0,1,1
585,5.0,0,0
586,5.0,0,0
587,4.0,0,0
588,94.0,1,1
589,14.0,0,0
590,5.0,0,0
591,7.0,0,1
592,9.0,0,0
593,68.0,1,1
594,7.0,0,0
595,4.0,0,0
596,0.0,0,1
597,8.0,0,1
598,12.0,0,0
599,15.0,0,0
600,1.0,0,0
601,0.0,0,1
602,8.0,0,0
603,16.0,0,0
604,6.0,0,1
605,7.0,0,1
606,6.0,0,0
607,6.0,0,1
608,7.0,0,0
609,4.0,0,1
610,5.0,0,1
611,5.0,0,0
612,4.0,0,1
613,5.0,0,1
614,6.0,0,0
615,5.0,0,0
616,7.0,0,1
617,63.0,1,1
618,4.0,0,0
619,6.0,0,1
620,8.0,0,0
621,7.0,1,1
622,6.0,0,0
623,4.0,0,0
624,1.0,0,0
625,71.0,1,1
626,2.0,0,0
627,5.0,0,0
628,12.0,1,1
629,6.0,1,1
630,6.0,1,1
